seqno,grade,sex,race,bilingual,bil,lunch,income,sn,sped,absent1,absent2,present1,present2,v15,v16,v17,passfail,sat_00_m,v19,v20,v21,sat_00_r,v23,v24,sat1m,sat_01_m,v27,v28,sat1r,sat_01_r,spr00plm,mcas00m,spr00ple,mcas00e,spr01plm,mcas01m,spr01ple,mcas01e,fa01plm,mcasfama,fa01ple,mcasfael,sch
7310,8,M,Black, ,No,AF,1, ,0, , , , ,7,32,1,0,654,7,14,1,635,8,8,1,629,8,3,1,617, , , , ,W,216,W,218, , , , ,2190
7311,8,F,Asian, ,No,AF,1, ,0, , , , ,7,63,2,1,683, , , , ,7, , , ,7, , , , , , , ,W,218,NI,232, , , , ,2180
7312,8,M,Hispanic, ,No,AF,1, ,0, , , , ,7,30,1,0,652,7,29,2,659,8,38,1,669,8,30,2,671, , , , ,W,216,W,218, , , , ,2130
7313,7,F,Black, ,No,AF,1, ,0, , , , ,6,6,1,0,597,6,13,1,619,7,10,1,627,7,14,1,635, , , , , , ,NI,220, , , , ,2040
7314,8,M,Hispanic, ,No,O,3, ,0, , , , ,7,53,2,1,673,7,63,3,694, , , , , , , , , , , , , , , , , , , , ,2050
7315,8,F,Hispanic,S,Yes,O,3, ,0, , , , , , , , , ,7,5,1,613, , , , , , , , , , , , , , , , , , , , ,2050
7316,7,F,Hispanic,S,Yes,AF,1,R2,2, , , , ,6,36,1,0,643,6,13,1,619,6,72,2,679,6,7,1,606, , , , ,W,212, , , , , , ,2190
7317,8,M,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,10,1,627,7,63,3,694, , , , , , ,NI,228, , , , ,2100
7318,8,F,Hispanic, ,No,AF,1,R2,2, , , , ,6,25,1,0,631,6,7,1,606,7,18,1,638,7,14,1,635, , , , , , ,NI,224, , , , ,2100
7319,8,M,Hispanic,S,Yes,O,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2100
7320,8,F,Asian, ,No,AF,1, ,0, , , , ,7,65,2,1,685,7,14,1,635,8,23,1,653,8,6,1,626, , , , ,W,214,W,218, , , , ,2110
7321,8,F,White, ,No,O,3, ,0, , , , ,7,44,1,0,666,7,37,2,668, , , , , , , , , , , , , , , , , , , , ,2140
7322,8,F,Black, ,No,AR,2, ,0, , , , ,6,80,3,1,690,6,81,3,696,7,57,2,677,7,23,2,651, , , , , , ,NI,234, , , , ,2040
7323,8,M,Black, ,No,AR,2,L4,4, , , , ,6,13,1,0,614,6,6,1,604,7,10,1,627,7,31,2,661, , , , , , ,W,216, , , , ,2040
7324,8,M,Black, ,No,AF,1, ,0, , , , ,6,97,4,1,736,6,77,3,690,7,77,2,700,7,77,3,709, , , , , , ,P,240, , , , ,2190
7325,7,F,Black, ,No,AF,1, ,0, , , , ,7,26,1,0,648,7,17,1,641, , , , ,7,16,1,639, , , , , , ,W,206, , , , ,2170
7326,8,M,White, ,No,AF,1,R3,3, , , , ,7,32,1,0,654,7,21,2,647,8,28,1,659,8,56,2,697, , , , ,W,204,W,218, , , , ,2090
7327,8,F,Hispanic, ,No,AF,1,L4,4, , , , ,6,48,2,1,654,6,36,2,649, , , , , , , , , , , , , , , , , , , , ,2260
7328,7,F,Hispanic, ,No,AF,1, ,0, , , , ,6,48,2,1,654,6, , , ,6,54,2,660,6,74,3,687, , , , ,W,216, , , , , , ,2100
7329,7,M,Hispanic, ,No,AF,1, ,0, , , , ,6,23,1,0,629,6,14,1,621,6,22,1,627,6,11,1,615, , , , ,W,212, , , , , , ,2170
7330,8,M,White, ,No,AF,1,R1, , , , , ,6,81,3,1,693,6,14,1,621, , , , , , , , , , , , , , , , , , , , ,2050
7331,8,M,Black, ,No,AF,1,L3,3, , , , ,6,56,2,1,662,6,77,3,690,7,38,1,660,7,58,2,689, , , , , , ,NI,228, , , , ,2950
7332,8,F,Hispanic, ,No,AF,1, ,0, , , , ,7,42,1,0,664,7,55,2,686,8,9,1,631,8,45,2,686, , , , ,W,216,NI,234, , , , ,2170
7333,8,M,Black, ,No,AR,2,R3,3, , , , ,7,8,1,0,622,7,31,2,661,7,30,1,652,7,55,2,686, , , , , , ,NI,232, , , , ,2180
7334,8,M,Black, ,No,AF,1, ,0, , , , ,7,5,1,0,611,7,21,2,647,8,26,1,657,8,12,1,643, , , , ,W,216,NI,220, , , , ,2200
7335,8,F,Black, ,No,AF,1, ,0, , , , ,6,23,1,0,629,6,30,2,643,7,21,1,642,7,26,2,655, , , , , , ,W,218, , , , ,2040
7336,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,45,2,1,652,6,36,2,649,7,50,2,670,7,39,2,670, , , , , , ,NI,236, , , , ,2130
7337,7,F, , ,No,AF,1,R3,3, , , , ,6,4,1,0,589,6,13,1,619, , , , , , , , , , , , , , , , , , , , ,2260
7338,8,M,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2110
7339,8,F,Black, ,No,DC,1, ,0, , , , ,6,54,2,1,660,6,68,3,681,7,55,2,675,7,63,3,694, , , , , , ,P,246, , , , ,2030
7340,8,F,Black, ,No,AR,2, ,0, , , , , , , , , , , , , ,7,32,1,654,7,23,2,651, , , , , , ,NI,220, , , , ,2170
7341,7,M,Asian, ,No,AF,1, ,0, , , , ,6,74,2,1,682,6,36,2,649,6,92,3,715,6,66,3,679, , , , ,P,250, , , , , , ,2130
7343,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,81,2,1,721,9,47,2,698, , , , , , , , , , , , , , , , , , , , ,1120
7344,8,F,Black, ,No,AF,1,A4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
7345,11,M,Black, ,No,AR,2, ,0, , , , ,9,71,2,1,707,9,59,2,710, , , , , , , , , , , , , , , , , , , , ,1120
7346,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,92,3,1,742,9,54,2,705,10,52,1,699, , , , , , , , ,NI,238,NI,228, , , , ,1040
7347,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,781,9,98,4,776, , , , , , , , , , , , ,A,268,A,266, , , , ,1020
7348,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,92,3,1,742,9,81,3,735, , , , , , , , , , , , ,P,258,P,244, , , , ,1010
7349,11,F,White, ,No,NI,2, ,0, , , , ,9,98,3,1,772,9,93,4,757, , , , , , , , , , , , ,P,258,A,264, , , , ,1010
7350,11,M,Black, ,No,O,2, ,0, , , , ,9,99,4,1,781,9,84,3,739, , , , , , , , , , , , ,A,262,P,258, , , , ,1030
7351,7,M,Black, ,No,O,3, ,0, , , , ,6,66,2,1,672,6,38,2,651,7,17,1,636,7,17,1,641, , , , , , ,NI,220, , , , ,2190
7352,8,M,Black, ,No,AF,1,F4,4, , , , ,6, , , , ,6, , , , , , , , , , , , , , , , , ,ALT, , , , , ,2110
7353,8,M,Black, ,No,AF,1,R2,2, , , , ,6,48,2,1,654,6,91,3,711,7,30,1,652,7,86,3,723, , , , , , ,P,242, , , , ,2100
7354,7,M,Black, ,No,AR,2,R2,2, , , , ,6, , , , ,6, , , ,7, , , ,7, , , , , , , ,W,216, , , , , , ,2190
7355,7,M,White, ,No,AF,1,L4,4, , , , ,5,4,1,0,583,5,4,1,587,6,6,1,597,6,3,1,595, , , , ,W,214, , , , , , ,2180
7356,7,M,Hispanic, ,No,AF,1,O4,4, , , , ,5, , , , ,5, , , ,6, , , ,6, , , , , , , ,ALT, , , , , , , ,2090
7357,8,F,Black, ,No,AF,1,L4,4, , , , ,6,32,1,0,639,6,44,2,657,7,15,1,634,7,14,1,635, , , , , , ,W,216, , , , ,2090
7358,11,M,Black, ,No,AF,1, ,0, , , , ,9,71,2,1,707,9,54,2,705, , , , , , , , , , , , ,NI,220,F,216, , , , ,1210
7359,7,F,Black, ,No,AF,1,R3,3, , , , ,6,25,1,0,631,6,22,2,633,7,23,1,644,7,14,1,635, , , , , , ,W,210, , , , ,2100
7361,7,M,Black, ,No,AF,1, ,0, , , , ,6,59,2,1,665,6,36,2,649,7,53,2,673,7,28,2,657, , , , , , ,NI,220, , , , ,2200
7362,7,M,Black, ,No,AF,1,A4,4, , , , ,5,2,1,0,566,5,1,1,560,6,1,1,569,6,6,1,604, , , , ,W,202, , , , , , ,2200
7363,8,M,Black, ,No,AR,2, ,0, , , , , , , , , ,6,14,1,621,7,23,1,644,7,18,1,643, , , , , , ,W,218, , , , ,2180
7364,8,M,Black, ,No,IH,2,R3,3, , , , ,6,20,1,0,625,6,9,1,612,7,12,1,629,7,10,1,628, , , , , , ,NI,220, , , , ,2030
7365,8,F,White, ,No,AF,1,A4,4, , , , ,6,16,1,0,618,6,5,1,602, , , , , , , , , , , , , , , , , , , , ,2140
7366,8,M,Black, ,No,AF,1,A4,4, , , , ,6,3,1,0,583,6,3,1,593,7,23,1,644,7,8,1,624, , , , , , ,W,214, , , , ,2090
7367,8,F,Hispanic, ,No,O,3,A4,4, , , , ,6,3,1,0,583,6,2,1,590,7,2,1,597,7,2,1,598, , , , , , ,W,206, , , , ,2100
7368,8,F,Black, ,No,AF,1, ,0, , , , ,6,63,2,1,669,6,68,3,681,7,34,1,656,7,37,2,668, , , , , , ,P,242, , , , ,2040
7369,7,M,Black, ,No,AF,1,L4,4, , , , ,5,10,1,0,601,5,2,1,575,6,7,1,602,6,2,1,588, , , , ,W,210, , , , , , ,2100
7370,7,F,Hispanic, ,No,AF,1, ,0, , , , ,6,38,1,0,645,6,7,1,606,6,45,2,652,6,40,2,653, , , , ,W,214, , , , , , ,2110
7371,8,M,Black, ,No,DC,1, ,0, , , , ,6,52,2,1,658,6,42,2,655,7,24,1,646,7,23,2,651, , , , , , ,NI,226, , , , ,2060
7372,8,F,Hispanic, ,No,IH,2, ,0, , , , ,6,22,1,0,627,6,30,2,643,7,47,2,668,7,33,2,663, , , , , , ,NI,220, , , , ,2110
7373,8,F,Hispanic, ,No,AF,1,R3,3, , , , ,7,23,1,0,644,7,12,1,632, , , , , , , , , , , , , , , , , , , , ,2050
7374,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2030
7375,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,26,1,648,7,48,2,679, , , , , , ,NI,228, , , , ,2100
7376,8,M,Black, ,No,AF,1, ,0, , , , ,6,30,1,0,637,6,18,1,627,7,26,1,648,7,15,1,637, , , , , , ,W,216, , , , ,2200
7377,11,F,Black, ,No,O,3, ,0, , , , ,9,93,3,1,746,9,81,3,735, , , , , , , , , , , , ,P,244,P,246, , , , ,1030
7378,11,F,White, ,No,O,3, ,0, , , , ,9,96,3,1,758,9,81,3,735, , , , , , , , , , , , ,P,246,P,240, , , , ,1020
7379,11,F,Asian, ,No,O,3, ,0, , , , ,9,67,2,1,703,9,57,2,708, , , , , , , , , , , , ,NI,232,NI,230, , , , ,1030
7380,8,F,Hispanic, ,No,AF,1,R3,3, , , , ,6,36,1,0,643,6,20,2,631,7,14,1,632,7,21,2,647, , , , , , ,NI,220, , , , ,2110
7381,8,M,Black, ,No,O,3, ,0, , , , ,7,28,1,0,650,7,17,1,641, , , , , , , , , , , , , , , , , , , , ,2050
7382,8,M,Hispanic, ,No,O,3, ,0, , , , ,6,26,1,0,633,6,7,1,608,7,20,1,640,7,33,2,663, , , , , , ,NI,234, , , , ,2180
7383,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,63,2,1,669,6,71,3,684,7,52,2,672,7,74,3,705, , , , , , ,NI,232, , , , ,2100
7384,8,F,Hispanic, ,No,DC,1, ,0, , , , ,6,25,1,0,631,6,25,2,637, , , , , , , , , , , , , , , , , , , , ,2260
7385,7,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
7386,8,M,Black, ,No,AF,1, ,0, , , , ,6,26,1,0,633,6,26,2,639,7,28,1,650,7,26,2,655, , , , , , ,W,214, , , , ,2110
7387,8,F,Black, ,No,AR,2, ,0, , , , ,6,25,1,0,631,6,49,2,662,7,38,1,660,7,33,2,663, , , , , , ,NI,234, , , , ,2950
7388,8,M,Black, ,No,DC,1, ,0, , , , , , , , , , , , , ,7,15,1,634,7,7,1,620, , , , , , ,W,210, , , , ,2030
7389,8,M,White, ,No,O,3,A4,4, , , , ,6,1,1,0,561,6,3,1,595,7,18,1,638,7,14,1,635, , , , , , ,W,212, , , , ,2190
7390,7,M,Black, ,No,AF,1, ,0, , , , ,6,17,1,0,620,6,9,1,612,7,14,1,632,7,8,1,622, , , , , , ,W,218, , , , ,2110
7391,8,F,Black, ,No,AF,1, ,0, , , , ,7,32,1,0,654,7,9,1,626,8,17,1,644,8,23,2,661, , , , ,W,218,NI,226, , , , ,2040
7392,8,M,Black, ,No,AF,1,L4,4, , , , ,6,2,1,0,580,6,1,1,580,7,32,1,654,7,8,1,624, , , , , , ,W,206, , , , ,2030
7393,7,M,Black, ,No,O,3,Q4,4, , , , ,6,3,1,0,586,6,1,1,583, , , , , , , , , , , , , , , , , , , , ,2260
7394,8,F,Black, ,No,AR,2, ,0, , , , ,6,48,2,1,654,6,18,1,627,7,38,1,660,7,31,2,661, , , , , , ,NI,236, , , , ,2060
7395,8,M,Black, ,No,O,3,Q4,4, , , , ,7,21,1,0,642,7,9,1,626, , , , , , , , , , , , , , , , , , , , ,2260
7396,8,F,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2260
7397,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,93,3,1,746,9,96,4,769, , , , , , , , , , , , ,P,258,A,262, , , , ,1010
7398,8,F,Black, ,No,O,3, ,0, , , , ,7,65,2,1,685,7,55,2,686, , , , ,8,40,2,681, , , , ,W,218,P,250, , , , ,2110
7399,8,F,Black, ,No,O,3, ,0, , , , ,6,61,2,1,667,6,96,4,726,7,73,2,694,7,89,3,727, , , , , , ,P,252, , , , ,2030
7400,7,M,Black, ,No,AR,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2180
7401,8,M,Black, ,No,AF,1,Q4,4, , , , ,6,5,1,0,595,6,4,1,597, , , , , , , , , , , , , , ,W,204, , , , ,2030
7402,11,F,Black, ,No,AF,1, ,0, , , , ,9,47,1,0,684,9,42,2,693,10,68,2,715,10,80,3,737, , , , ,NI,236,NI,230, , , , ,1250
7403,8,M,Hispanic, ,No,IH,2,R3,3, , , , ,7,8,1,0,622,7,3,1,603, , , , , , , , , , , , , , , , , , , , ,2050
7404,8,M,White, ,No,O,3,L4,4, , , , ,7,20,1,0,640,7,10,1,628,7,9,1,624,7,17,1,641, , , , , , ,W,208, , , , ,2950
7405,8,M,Black, ,No,AF,1,Q4,4, , , , ,7, , , , ,7, , , ,7,15,1,634,7,9,1,626, , , , , , ,W,214, , , , ,2030
7406,8,M,Black, ,No,O,3,L4,4, , , , ,6,7,1,0,600,6,1,1,577, , , , , , , , , , , , , , , , , , , , ,2170
7407,8,M,Black, ,No,AF,1, ,0, , , , ,7,15,1,0,634,7,46,2,677,7,23,1,644,7,55,2,686, , , , , , ,P,240, , , , ,2120
7408,7,M,Black, ,No,O,3,U4,4, , , , ,7,8,1,0,622,7,7,1,620,7, , , ,7, , , , , , , , , ,W,210, , , , ,2030
7409,8,F,Black, ,No,O,3, ,0, , , , ,7,18,1,0,638,7,25,2,653,7,18,1,638,7,41,2,672, , , , , , ,NI,238, , , , ,2030
7410,8,M,Black, ,No,AF,1,R3,3, , , , ,7,5,1,0,614,7,5,1,613,7,4,1,608,7,12,1,632, , , , , , ,W,214, , , , ,2180
7411,8,M,Black, ,No,AF,1, ,0, , , , ,6,34,1,0,641,6,40,2,653,7,73,2,694,7,43,2,674, , , , , , ,W,218, , , , ,2110
7412,8,M,Hispanic, ,No,AF,1,S2,2, , , , ,6,63,2,1,669,6,71,3,684,7,40,1,662,7,41,2,672, , , , , , ,NI,230, , , , ,2060
7413,8,M,Asian, ,No,AF,1,R3,3, , , , ,6,13,1,0,614,6, , , , , , , , , , , , , , , , , , , , , , , ,2140
7414,8,M,Black, ,No,AF,1, ,0, , , , ,7,18,1,0,638,7,22,2,649,8,21,1,650,8,14,1,647, , , , ,W,218,W,218, , , , ,2040
7415,8,F,Black, ,No,AF,1,R2,2, , , , ,7,17,1,0,636,7,5,1,615,8,4,1,616,8,10,1,639, , , , ,W,212,W,218, , , , ,2190
7416,7,M,Black, ,No,IH,2,R2,2, , , , ,6,13,1,0,614,6,38,2,651,7,14,1,632,7,55,2,686, , , , , , ,P,242, , , , ,2040
7417,8,F,Hispanic, ,No,O,3, ,0, , , , ,7,10,1,0,627,7,9,1,626,7,42,1,664,7,68,3,699, , , , , , ,NI,238, , , , ,2090
7418,8,M,Black, ,No,NI,2, ,0, , , , ,6,63,2,1,669,6,81,3,696,7,55,2,675,7,79,3,712, , , , , , ,P,240, , , , ,2190
7419,8,F,Black, ,No,NI,2, ,0, , , , ,6,61,2,1,667,6,66,3,679,7,55,2,675,7,66,3,697, , , , , , ,NI,238, , , , ,2190
7420,8,F,Black, ,No,TA,1, ,0, , , , ,7,44,1,0,666,7,18,1,643, , , , , , , , , , , , , , ,MED, , , , , ,2090
7421,8,F,Black, ,No,AF,1, ,0, , , , ,6,76,2,1,684,6,44,2,657,7,76,2,698,7,66,3,697, , , , , , ,P,246, , , , ,2950
7422,8,M,Black, ,No,AF,1,P2,2, , , , ,6,22,1,0,627,6,42,2,655,7,23,1,644,7,43,2,674, , , , , , ,P,240, , , , ,2180
7423,8,F,Black, ,No,AF,1, ,0, , , , ,6,30,1,0,637,6,26,2,639,7,47,2,668,7,26,2,655, , , , , , ,NI,230, , , , ,2120
7424,8,M,Hispanic, ,No,AF,1,R2,2, , , , ,7,15,1,0,634,7,19,1,645,8,73,2,705,8,29,2,669, , , , ,NI,220,NI,228, , , , ,2040
7425,8,F,Hispanic, ,No,AF,1, ,0, , , , ,7,23,1,0,644,7,19,1,645, , , , , , , , , , , , , , , , , , , , ,2140
7426,7,F,Hispanic, ,No,O,2,R3,3, , , , ,6,3,1,0,583,6,3,1,595,6,13,1,614,6,7,1,608, , , , ,W,212, , , , , , ,2100
7427,8,F,White, ,No,AF,1,R2,2, , , , ,6,25,1,0,631,6,26,2,639,7,24,1,646,7,4,1,610, , , , , , ,W,218, , , , ,2090
7428,8,F,Hispanic, ,No,DC,1,R3,3, , , , ,7,26,1,0,648,7,15,1,637, , , , , , , , , , , , , , , , , , , , ,2260
7429,8,M,Black, ,No,AR,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2030
7430,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2060
7431,8,M,White, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,44,1,666,7, , , , , , , , , ,NI,236, , , , ,2030
7432,8,M,White, ,No,DC,1, ,0, , , , ,7,26,1,0,648,7,41,2,672,7,65,2,685,7,50,2,681, , , , , , ,NI,234, , , , ,2190
7433,8,M,Black, ,No,O,3, ,0, , , , , , , , , ,7,79,3,712, , , , , , , , , , , , , , , , , , , , ,2030
7434,8,M,Black, ,No,AF,1,R3,3, , , , ,6,22,1,0,627,6,23,2,635,7,23,1,644,7,18,1,643, , , , , , ,NI,220, , , , ,2130
7435,8,F,Black, ,No,AF,1,R3,3, , , , ,6,25,1,0,631,6,15,1,623,7,53,2,673,7,43,2,674, , , , , , ,W,218, , , , ,2950
7436,8,M,Hispanic, ,No,O,3, ,0, , , , ,6,72,2,1,679,6,86,3,703,7,61,2,681,7,63,3,694, , , , , , ,NI,228, , , , ,2950
7437,8,M,Hispanic, ,No,AF,1,L4,4, , , , ,6,23,1,0,629,6,18,1,627,7,18,1,638,7,5,1,615, , , , , , ,W,216, , , , ,2130
7438,8,M,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2030
7439,8,M,Hispanic, ,No,AF,1,R3,3, , , , ,6,9,1,0,607,6,18,1,627,7,23,1,644,7,10,1,628, , , , , , ,W,218, , , , ,2100
7440,7,M,Hispanic, ,No,AF,1, ,0, , , , ,6,30,1,0,637,6,11,1,615,6,22,1,627,6,42,2,655, , , , ,W,214, , , , , , ,2200
7441,8,M,Black, ,No,AF,1, ,0, , , , ,7,86,3,1,713,7,79,3,712,8,66,2,695,8,82,3,726, , , , ,NI,220,NI,234, , , , ,2110
7442,8,F,Black,F,Yes,AF,1,A4,4, , , , , , , , , , , , , ,7,21,1,642,7,8,1,622, , , , , , ,W,212, , , , ,2120
7443,8,M,Black, ,No,O,3, ,0, , , , ,7,15,1,0,634,7,28,2,657,7,21,1,642,7,41,2,672, , , , , , ,NI,222, , , , ,2180
7444,7,M,Black, ,No,AF,1, ,0, , , , ,7,18,1,0,638,7,12,1,632,7,38,1,660,7,5,1,615, , , , , , ,W,216, , , , ,2030
7445,8,M,Black, ,No,AF,1,Q4,4, , , , ,6,72,2,1,679,6,91,3,711,7,23,1,644,7,3,1,603, , , , , , ,NI,220, , , , ,2130
7446,8,F,White, ,No,O,3, ,0, , , , ,7,53,2,1,673,7,81,3,715, , , , , , , , , , , , , , , , , , , , ,2030
7447,8,F,White, ,No,AF,1,R1, , , , , ,6,52,2,1,658,6,61,2,674, , , , , , , , , , , , , , ,NI,234, , , , ,2090
7448,8,M,Hispanic, ,No,AF,1, ,0, , , , ,6,97,4,1,736,6,86,3,703,7,97,3,748,7,89,3,727, , , , , , ,P,252, , , , ,2950
7449,8,F,Black, ,No,AF,1,R2,2, , , , ,7,10,1,0,627,7,15,1,637,7,38,1,660,7,39,2,670, , , , , , ,NI,226, , , , ,2200
7450,8,F,Hispanic, ,No,O,3, ,0, , , , ,7,42,1,0,664,7,60,2,691,7,52,2,672,7,60,2,691, , , , , , ,P,242, , , , ,2170
7451,8,M,Black, ,No,AF,1, ,0, , , , ,7,32,1,0,654,7,31,2,661,7,73,2,694,7,37,2,668, , , , , , ,NI,226, , , , ,2090
7452,11,M,Asian, ,No,AR,2, ,0, , , , ,9,54,2,1,690,9,51,2,702, , , , , , , , , , , , , , , , , , , , ,1050
7453,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,856,9,78,3,731, , , , , , , , , , , , ,A,264,P,256, , , , ,1020
7454,8,M,Black, ,No,AF,1, ,0, , , , ,7,40,1,0,662,7,55,2,686,8,28,1,659,8,19,1,655, , , , ,W,214,NI,226, , , , ,2030
7455,8,M,Black, ,No,AF,1, ,0, , , , ,7,21,1,0,642,7,26,2,655,8,23,1,653,8,26,2,665, , , , ,W,216,NI,228, , , , ,2200
7456,7,F,Black, ,No,AF,1,R2,2, , , , ,5,18,1,0,612,5,11,1,605,6,4,1,592,6,5,1,600, , , , ,W,210, , , , , , ,2130
7457,7,M,Hispanic, ,No,AF,1, ,0, , , , ,5,45,2,1,642,5,64,2,668, , , , , , , , , , , , , , , , , , , , ,2140
7458,7,M,Asian, ,No,AF,1, ,0, , , , ,5,82,3,1,680,5,43,2,647,6,96,4,730,6,51,2,664, , , , ,P,250, , , , , , ,2130
7459,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,90,3,1,737,9,62,3,713, , , , , , , , , , , , ,MED, ,MED, , , , , ,1030
7460,7,M,Black, ,No,AF,1, ,0, , , , ,5,42,2,1,640,5,45,2,649,6,52,2,658,6,23,2,635, , , , ,NI,222, , , , , , ,2090
7461,7,F,Black, ,No,AF,1, ,0, , , , ,5,61,2,1,656,5,59,2,663,6,61,2,667,6,49,2,662, , , , ,W,218, , , , , , ,2190
7462,7,M,Black, ,No,AF,1, ,0, , , , ,5,38,2,1,636,5,72,3,676,6,63,2,669,6,81,3,696, , , , ,NI,222, , , , , , ,2120
7463,7,M,Black, ,No,O,3, ,0, , , , ,6,38,1,0,645,6,23,2,635, , , , , , , , , , , , , , , , , , , , ,2180
7464,6,F,Asian, ,No,DC,1, ,0, , , , , , , , , , , , , ,5,45,2,642,5,34,2,638,NI,220,NI,228, , , , , , , , ,2090
7465,11,F,Black, ,No,AF,1, ,0, , , , ,9,90,3,1,737,9,49,2,700,10,62,2,709, , , , , , , , ,NI,220,P,244, , , , ,1040
7466,8,M,Hispanic, ,No,AF,1,Q4,4, , , , ,6,4,1,0,592,6,2,1,588, , , , , , , , , , , , , , , , , , , , ,2180
7467,11,M,Black, ,No,AF,1,R4,4, , , , ,9,28,1,0,667,9,2,1,621, , , , , , , , , , , , ,F,216,F,214, , , , ,1070
7468,8,M,White, ,No,IH,2, ,0, , , , ,6,34,1,0,641,6,25,2,637, , , , , , , , , , , , , , , , , , , , ,2050
7469,8,M,Black, ,No,AF,1, ,0, , , , ,7,9,1,0,624,7,68,3,699,8,17,1,644,8,61,3,702, , , , ,W,214,NI,232, , , , ,2200
7470,8,F,Black, ,No,AF,1,A4,4, , , , ,6,10,1,0,609,6,7,1,606,7,17,1,636,7,81,3,715, , , , , , ,P,242, , , , ,2180
7471,8,F,Hispanic, ,No,AF,1,L4,4, , , , ,6,4,1,0,589,6,4,1,597,7,10,1,627,7,6,1,617, , , , , , ,W,214, , , , ,2100
7472,8,M,Hispanic, ,No,AR,2, ,0, , , , ,6,74,2,1,682,6,32,2,645, , , , , , , , , , , , , , , , , , , , ,2050
7473,11,F,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , ,F,200,F,200, , , , , , , , ,1210
7474,11,M,Black, ,No,AF,1, ,0, , , , ,9,64,2,1,700,9,26,2,675, , , , , , , , , , , , ,NI,226,NI,222, , , , ,1070
7475,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,19,1,0,623,6,14,1,621, , , , , , , , , , , , , , , , , , , , ,2050
7476,7,F,Black, ,No,O,3, ,0, , , , ,6,40,1,0,647,6,28,2,641,7,30,1,652,7, , , , , , , , , ,W,200, , , , ,2120
7477,8,M,Black, ,No,O,3, ,0, , , , ,6,54,2,1,660,6,28,2,641,7,14,1,632,7,25,2,653, , , , , , ,W,218, , , , ,2130
7478,8,F,Hispanic, ,No,DC,1, ,0, , , , ,7,15,1,0,634,7,16,1,639, , , , , , , , , , , , , , , , , , , , ,2260
7479,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,76,2,1,714,9,40,2,691, , , , , , , , , , , , , , , , , , , , ,1120
7480,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,93,3,1,746,9,81,3,735, , , , , , , , , , , , ,A,262,P,244, , , , ,1010
7481,8,F,Hispanic, ,No,O,3, ,0, , , , ,6,40,1,0,647,6,20,2,631,7,21,1,642,7,15,1,637, , , , , , ,NI,224, , , , ,2100
7482,8,F,Black, ,No,AF,1, ,0, , , , ,7,8,1,0,622,7,4,1,608, , , , , , , , , , , , , , , , , , , , ,2030
7483,8,F,Hispanic, ,No,AF,1,U4,4, , , , ,7,14,1,0,632,7,5,1,613,7,10,1,627,7,5,1,615, , , , , , ,W,214, , , , ,2030
7484,7,M,Hispanic, ,No,O,3,U4,4, , , , ,6,4,1,0,592,6,7,1,608,7,12,1,629,7,18,1,643, , , , , , ,W,218, , , , ,2170
7485,8,F,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , ,7, , , ,7,18,1,643, , , , , , ,NI,220, , , , ,2130
7486,8,F,Black, ,No,O,3, ,0, , , , , , , , , ,6,13,1,619, , , , , , , , , , , , , , , , , , , , ,2260
7487,11,F,White, ,No,IH,2, ,0, , , , ,9,98,3,1,772,9,99,4,796, , , , , , , , , , , , ,A,260,A,264, , , , ,1010
7488,7,M,Black, ,No,AF,1, ,0, , , , ,6, , , , ,6,47,2,660,6,30,1,637,6,61,2,674, , , , ,NI,220, , , , , , ,2180
