seqno,grade,sex,race,bilingual,bil,lunch,income,sn,sped,absent1,absent2,present1,present2,v15,v16,v17,passfail,sat_00_m,v19,v20,v21,sat_00_r,v23,v24,sat1m,sat_01_m,v27,v28,sat1r,sat_01_r,spr00plm,mcas00m,spr00ple,mcas00e,spr01plm,mcas01m,spr01ple,mcas01e,fa01plm,mcasfama,fa01ple,mcasfael,sch
15499,11,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , ,F,200,F,200, , , , , , , , ,1070
15500,8,F,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , ,7,77,2,700,7,43,2,674, , , , , , ,NI,224, , , , ,2060
15501,6,F,Black, ,No,O,3, ,0, , , , , , , , , , , , , ,5,92,3,700,5,93,3,711,NI,236,NI,234, , , , , , , , ,2060
15502,6,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , ,5,42,2,640,5, , , ,F,200,NI,220, , , , , , , , ,2100
15503,7,F,Hispanic, ,No,AF,1, ,0, , , , ,5,58,2,1,653,5,56,2,660,6,63,2,669,6,51,2,664, , , , ,NI,220, , , , , , ,2190
15504,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,65,2,660,5,30,2,634,NI,220,NI,220, , , , , , , , ,2130
15505,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,28,1,626,5,22,2,622,F,206,F,214, , , , , , , , ,2170
15506,7,M,Hispanic,S,Yes,AF,1, ,0, , , , ,5,19,1,0,614,5,12,1,607, , , , , , , , , , , , , , , , , , , , ,2050
15507,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,36,2,634,5,47,2,651,F,210,NI,222, , , , , , , , ,2190
15508,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,LEP, ,LEP, , , , , ,1070
15509,6,F,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , ,F,200,INC, , , , , , , , , ,2100
15510,11,M,Asian, ,No,O,3, ,0, , , , ,9,95,3,1,752,9,96,4,769, , , , , , , , , , , , ,P,252,A,260, , , , ,1010
15511,11,M,Black, ,No,AF,1, ,0, , , , ,9,92,3,1,742,9,78,3,731, , , , , , , , , , , , ,NI,228,NI,226, , , , ,1050
15512,7,M,White, ,No,IH,2, ,0, , , , ,5,84,3,1,684,5,89,3,702,6,96,4,730,6,93,3,716, , , , ,P,258, , , , , , ,2130
15513,6,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,63,2,658,5,72,3,676,NI,230,NI,236, , , , , , , , ,2040
15514,11,M,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,214,F,216, , , , ,1070
15515,11,M,Hispanic, ,No,O,3, ,0, , , , ,9,64,2,1,700,9,27,2,677, , , , , , , , , , , , , , , , , , , , ,1210
15516,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,36,1,0,643,6,51,2,664, , , , , , , , , , , , , , , , , , , , ,2050
15517,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,43,1,0,681,9,42,2,693,9,28,1,667,9,35,2,686, , , , ,F,218,F,218, , , , ,1050
15518,6,F,Hispanic, ,No,AF,1,A4,4, , , , , , , , , , , , , ,5,16,1,610,5,7,1,594,F,206,F,212, , , , , , , , ,2030
15519,11,F,Black, ,No,AF,1, ,0, , , , ,9,81,2,1,721,9,47,2,698,10,52,1,699, , , , , , , , ,P,244,P,242, , , , ,1040
15520,7,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
15521,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,LEP, ,LEP, , , , , ,1070
15522,11,M,Asian, ,No,IH,2, ,0, , , , ,9,99,4,1,792,9,49,2,700, , , , , , , , , , , , ,A,262,P,240, , , , ,1010
15523,6,F,Asian, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,99,4,742,5,85,3,695,A,260,NI,236, , , , , , , , ,2030
15524,7,M,White, ,No,AF,1, ,0, , , , ,5,80,3,1,677,5,74,3,679, , , , , , , , , , , , , , , , , , , , ,2050
15525,6,M,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,50,2,646,5,27,2,630,NI,224,NI,226, , , , , , , , ,2130
15526,7,M,Black, ,No,IH,2,R2,2, , , , ,5,50,2,1,646,5,82,3,691,6,63,2,669,6,56,2,669, , , , ,LEP, , , , , , , ,2130
15527,8,M,Black,F,Yes,AF,1, ,0, , , , ,6,45,2,1,652,6,22,2,633,7,52,2,672,7,35,2,666, , , , , , ,INC, , , , , ,2180
15528,8,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , ,6,1,1,574, , , , , , , , , , , , , , , , , , , , ,2050
15529,11,F,Asian, ,No,AF,1, ,0, , , , ,9,71,2,1,707,9,21,1,669, , , , , , , , , , , , ,A,260,NI,236, , , , ,1010
15530,7,M,Hispanic,S,Yes,O,3,U4,4, , , , ,5,8,1,0,595,5,1,1,563,6,3,1,586,6,6,1,604, , , , ,W,202, , , , , , ,2130
15531,11,M,Asian, ,No,O,3, ,0, , , , ,9,99,4,1,833,9,98,4,776, , , , , , , , , , , , ,A,274,A,266, , , , ,1010
15532,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2260
15533,7,F,Black, ,No,AF,1, ,0, , , , ,6,26,1,0,633,6,8,1,610,6,52,2,658,6,28,2,641, , , , ,W,214, , , , , , ,2090
15534,11,M,Black,K,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,222,F,214, , , , ,1210
15535,11,M,Asian, ,No,AF,1, ,0, , , , ,9,93,3,1,746,9,40,2,691, , , , , , , , , , , , ,P,256,NI,238, , , , ,1030
15536,7,F,White, ,No,AF,1, ,0, , , , ,5,13,1,0,605,5,6,1,592, , , , , , , , , , , , , , , , , , , , ,2050
15537,8,M,White, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
15538,11,F,Black,K,Yes,AF,1, ,0, , , , ,11,24,1,0,678,11,6,1,653, , , , , , , , , , , , , , , , , , , , ,1120
15539,11,M,Black,K,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,216,F,212, , , , ,1210
15540,8,F,Black,K,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2260
15541,7,F,Asian, ,No,AF,1, ,0, , , , ,5,84,3,1,684,5,32,2,636,6,90,3,711,6,77,3,690, , , , ,NI,238, , , , , , ,2170
15542,8,M,White, ,No,AF,1, ,0, , , , ,6,34,1,0,641,6,66,3,679,7,55,2,675,7,71,3,702, , , , , , ,P,240, , , , ,2170
15543,6,F,White, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,80,3,677,5,47,2,651,P,254,NI,236, , , , , , , , ,2170
15544,7,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,6,66,2,672,6,68,3,681, , , , ,W,216, , , , , , ,2030
15545,6,F,White, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,28,1,626,5,64,2,668, , , , , , , , , , , , ,2090
15546,6,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,28,1,626,5,14,1,611,F,200,F,214, , , , , , , , ,2120
15547,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,32,1,630,5,23,2,624,F,204,F,214, , , , , , , , ,2950
15548,11,M,Black, ,No,O,3, ,0, , , , ,9,98,3,1,772,9,98,4,776, , , , , , , , , , , , ,A,264,A,262, , , , ,1010
15549,6,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,19,1,614,5,26,2,628, , , , , , , , , , , , ,2120
15550,7,M,Asian, ,No,AF,1,R3,3, , , , ,6,4,1,0,589,6,1,1,574,6,30,1,637,6,14,1,621, , , , ,W,212, , , , , , ,2090
15551,8,F,White, ,No,O,3, ,0, , , , , , , , , , , , , ,7,82,3,707,7,55,2,686, , , , , , ,P,240, , , , ,2130
15552,11,F,White, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,NI,220,F,218, , , , ,1040
15553,6,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , ,5,58,2,653,5,45,2,649,NI,220,F,216, , , , , , , , ,2130
15554,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,86,3,1,703,6,84,3,700, , , , , , , , , , , , , , , , , , , , ,2050
15555,11,M,Black, ,No,IH,2, ,0, , , , ,9,78,2,1,717,9,35,2,686, , , , , , , , , , , , ,NI,220,F,218, , , , ,1040
15556,6,M,Asian, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,73,3,668,5,54,2,658,NI,234,NI,228, , , , , , , , ,2190
15557,6,F,Asian, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,99,4,732,5,87,3,698,A,264,NI,234, , , , , , , , ,2190
15558,8,M,White, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
15559,7,M,White, ,No,AF,1,L4,4, , , , ,5,22,1,0,618,5,12,1,607,6,16,1,618,6,9,1,612, , , , ,W,212, , , , , , ,2170
15560,7,M,White, ,No,AF,1, ,0, , , , ,5,73,3,1,668,5,61,2,665, , , , , , , , , , , , , , , , , , , , ,2050
15561,6,F,Black,F,Yes,AF,1, ,0, , , , , , , , , , , , , ,5,18,1,612,5,27,2,630,F,216,F,216, , , , , , , , ,2180
15562,8,M,Black,F,Yes,AF,1, ,0, , , , ,6,61,2,1,667,6,3,1,593,7,52,2,672,7,17,1,641, , , , , , ,INC, , , , , ,2180
15563,6,F,Hispanic, ,No,AF,1,U4,4, , , , , , , , , , , , , ,5,9,1,599,5,4,1,585,F,212,F,212, , , , , , , , ,2170
15564,8,M,Asian, ,No,AF,1, ,0, , , , ,6,95,3,1,724,6,53,2,666,7,95,3,735,7,31,2,661, , , , , , ,NI,234, , , , ,2130
15565,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,32,1,0,671,9,23,2,671, , , , , , , , , , , , ,NI,220,NI,236, , , , ,1070
15566,6,F,Asian, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,89,3,691,5,80,3,688,P,254,NI,238, , , , , , , , ,2170
15567,11,M,Black, ,No,O,3, ,0, , , , ,9,92,3,1,742,9,57,2,708, , , , , , , , , , , , ,P,242,NI,230, , , , ,1020
15568,8,M,Asian, ,No,AR,2, ,0, , , , ,6,54,2,1,660,6,32,2,645,7,40,1,662,7,48,2,679, , , , , , ,NI,226, , , , ,2170
15569,8,M,White, ,No,O,3, ,0, , , , ,6,96,4,1,730,6,86,3,703,7,99,4,767,7,66,3,697, , , , , , ,P,244, , , , ,2130
15570,7,M,Hispanic, ,No,AR,2, ,0, , , , ,5,89,3,1,691,5,54,2,658, , , , , , , , , , , , , , , , , , , , ,2050
15571,11,M,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,F,218,F,210, , , , ,1070
15572,7,F,Hispanic, ,No,DC,1,R3,3, , , , ,5,7,1,0,592,5,13,1,609,6,5,1,595,6,15,1,623, , , , ,W,208, , , , , , ,2170
15573,6,M,White, ,No,O,3, ,0, , , , , , , , , , , , , ,5,34,2,632,5,20,2,620,F,200,F,212, , , , , , , , ,2130
15574,6,M,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,61,2,656,5,30,2,634,NI,224,NI,224, , , , , , , , ,2130
15575,7,F,Black, ,No,AF,1, ,0, , , , ,5,54,2,1,649,5,38,2,642,6,48,2,654,6,38,2,651, , , , ,W,216, , , , , , ,2180
15576,11,M,Black, ,No,AF,1, ,0, , , , ,9,85,3,1,728,9,59,2,710, , , , , , , , , , , , ,A,262,P,240, , , , ,1030
15577,7,M,Hispanic, ,No,AF,1,R3,3, , , , ,5,14,1,0,607,5,23,2,624, , , , , , , , , , , , , , , , , , , , ,2050
15578,8,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
15579,11,M,Black,K,Yes,O,3, ,0, , , , , , , , , , , , , ,9,21,1,660,9,1,1,601, , , , , , , , , , , , ,1210
15580,11,M,Asian,C,Yes,AF,1, ,0, , , , ,9,88,3,1,733,9,2,1,621, , , , , , , , , , , , ,P,240,F,214, , , , ,1050
15581,11,F,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , ,F,200,LEP, , , , , , , , , ,1070
15582,7,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
15583,8,M,Asian, ,No,AF,1, ,0, , , , ,6,98,4,1,743,6,74,3,687,7,97,3,748,7,43,2,674, , , , , , ,P,246, , , , ,2170
15584,8,F,Hispanic, ,No,AF,1, ,0, , , , ,7,5,1,0,611,7,3,1,606,7,38,1,660,7,25,2,653, , , , , , ,NI,230, , , , ,2030
15585,6,F,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,23,1,620,5,23,2,624,F,200,F,212, , , , , , , , ,2030
15586,6,F,Asian, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,84,3,684,5,26,2,628,P,248,NI,222, , , , , , , , ,2130
15587,6,M,Hispanic, ,No,AF,1, ,0, , , , ,5,61,2,1,656,5,76,3,681,6,32,1,639,6,40,2,653, , , , ,W,216, , , , , , ,2190
15588,11,F,Asian, ,No,AF,1, ,0, , , , ,9,92,3,1,742,9,17,1,663, , , , , , , , , , , , ,P,256,P,242, , , , ,1010
15589,7,M,Asian, ,No,AF,1, ,0, , , , ,5,84,3,1,684,5,23,2,624,6,85,3,700,6,28,2,641, , , , ,P,244, , , , , , ,2170
15590,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,71,2,666,5,69,3,673,NI,224,NI,232, , , , , , , , ,2090
15591,8,M,Hispanic, ,No,AR,2,Q4,4, , , , ,6,5,1,0,595,6,7,1,608,7,5,1,614,7,1,1,592, , , , , , ,W,210, , , , ,2060
15592,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,38,1,0,645,6,6,1,604, , , , , , , , , , , , , , , , , , , , ,2050
15593,6,M,Hispanic, ,No,IH,2, ,0, , , , , , , , , , , , , ,5,91,3,695,5,27,2,630,NI,234,NI,234, , , , , , , , ,2130
15594,11,F,White, ,No,AF,1, ,0, , , , ,9,78,2,1,717,9,47,2,698, , , , , , , , , , , , ,P,254,NI,230, , , , ,1030
15595,8,M,Asian, ,No,AF,1, ,0, , , , ,6,5,1,0,595,6, , , ,7,5,1,614,7,14,1,635, , , , , , ,NI,224, , , , ,2170
15596,8,M,Black, ,No,O,3, ,0, , , , ,6,63,2,1,669,6,15,1,623,7,65,2,685,7,12,1,632, , , , , , ,W,214, , , , ,2030
15597,7,M,Black, ,No,NI,2, ,0, , , , ,5,38,2,1,636,5,69,3,673,6,70,2,677,6,58,2,671, , , , ,NI,222, , , , , , ,2950
15598,8,F,Black, ,No,O,3, ,0, , , , ,6,28,1,0,635,6,47,2,660,7,40,1,662,7,43,2,674, , , , , , ,P,240, , , , ,2060
15599,7,F,Hispanic, ,No,AF,1, ,0, , , , ,5,86,3,1,687,5,47,2,651,6,98,4,743,6,53,2,666, , , , ,P,246, , , , , , ,2040
15600,6,M,White, ,No,AF,1,L4,4, , , , , , , , , , , , , ,5,14,1,607,5,5,1,590,NI,236,F,200, , , , , , , , ,2090
15601,8,M,White,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2140
15602,11,F,Black, ,No,AF,1, ,0, , , , ,9,61,2,1,697,9,57,2,708, , , , , , , , , , , , ,P,240,NI,220, , , , ,1050
15603,6,F,Hispanic,S,Yes,AF,1,A4,4, , , , ,5,5,1,0,585,5,1,1,569,5,2,1,569,5,5,1,590, , , , , , , , , , , , ,2130
15604,6,M,Hispanic, ,No,DC,1,X4,4, , , , , , , , , , , , , ,5,3,1,572,5,69,3,673,F,206,NI,220, , , , , , , , ,2110
15605,7,M,White, ,No,AF,1,L4,4, , , , ,5,32,1,0,630,5,59,2,663, , , , , , , , , , , , , , , , , , , , ,2140
15606,7,F,White,O,Yes,IH,2, ,0, , , , ,5,38,2,1,636,5,8,1,599, , , , , , , , , , , , , , , , , , , , ,2140
15607,6,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,13,1,605,5,14,1,611, , , , , , , , , , , , ,2040
15608,7,F,Black, ,No,AF,1, ,0, , , , ,5,7,1,0,592,5,27,2,630,6,5,1,595,6,19,1,629, , , , ,W,206, , , , , , ,2030
15609,7,M,Hispanic, ,No,AF,1,R2,2, , , , ,5,73,3,1,668,5,52,2,656,6,81,3,693,6,53,2,666, , , , ,NI,228, , , , , , ,2090
15610,6,M,Hispanic,S,Yes,AF,1,S2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,INC, ,INC, , , , , ,2130
15611,8,F,Hispanic,S,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,W,200, , , , , , ,2130
15612,7,M,Hispanic,S,Yes,AF,1, ,0, , , , ,5,36,2,1,634,5,8,1,597,6,28,1,635,6,7,1,608, , , , ,W,214, , , , , , ,2100
15613,7,M,Black, ,No,AF,1,Q4,4, , , , , , , , , , , , , ,6,86,3,703,6,86,3,703, , , , ,NI,224, , , , , , ,2060
15614,6,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,5,28,1,626,5,29,2,632,F,206,F,218, , , , , , , , ,2040
15615,8,F,White, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2060
15616,11,M,Asian,C,Yes,AF,1, ,0, , , , , , , , , , , , , ,11,87,2,745,11,3,1,642,LEP, ,LEP, , , , , , , , , ,1050
15617,7,M,White, ,No,O,3, ,0, , , , ,5,36,2,1,634,5,56,2,660, , , , , , , , , , , , , , , , , , , , ,2030
15618,8,F,Asian,O,Yes,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2140
15619,7,F,Black, ,No,O,3, ,0, , , , ,5,42,2,1,640,5,61,2,665,6,45,2,652,6,44,2,657, , , , ,NI,224, , , , , , ,2060
15620,7,F,Hispanic, ,No,AR,2, ,0, , , , ,5,32,1,0,630,5,47,2,651, , , , , , , , , , , , , , , , , , , , ,2140
15621,7,F,Hispanic, ,No,AF,1, ,0, , , , ,5,84,3,1,684,5,30,2,634, , , , , , , , , , , , , , , , , , , , ,2140
15622,11,F,White, ,No,O,3, ,0, , , , ,9,88,3,1,733,9,78,3,731, , , , , , , , , , , , ,A,268,A,264, , , , ,1010
15623,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,99,4,796, , , , , , , , , , , , ,A,268,P,258, , , , ,1010
15624,11,F,White, ,No,O,3, ,0, , , , ,9,96,3,1,758,9,49,2,700, , , , , , , , , , , , ,P,254,P,246, , , , ,1020
15625,11,M,Black, ,No,O,3, ,0, , , , ,9,88,3,1,733,9,81,3,735, , , , , , , , , , , , ,P,242,NI,236, , , , ,1030
15626,11,F,White, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,P,256,A,262, , , , ,1010
15627,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,781,9,96,4,769, , , , , , , , , , , , ,A,266,A,262, , , , ,1010
15628,11,M,Black, ,No,IH,2, ,0, , , , ,9,85,3,1,728,9,78,3,731, , , , , , , , , , , , ,P,250,A,260, , , , ,1010
15629,11,M,Black, ,No,O,3, ,0, , , , ,9,90,3,1,737,9,54,2,705, , , , , , , , , , , , ,P,244,NI,224, , , , ,1030
15630,11,F,White, ,No,O,3, ,0, , , , ,9,88,3,1,733,9,81,3,735, , , , , , , , , , , , ,P,246,A,274, , , , ,1010
15631,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,73,3,725, , , , , , , , , , , , ,P,246,P,246, , , , ,1020
15632,11,M,White, ,No,O,3, ,0, , , , ,9,92,3,1,742,9,90,3,752, , , , , , , , , , , , ,NI,236,P,256, , , , ,1020
15633,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,781,9,95,4,763, , , , , , , , , , , , ,A,260,A,276, , , , ,1010
15634,11,F,White, ,No,O,3, ,0, , , , ,9,93,3,1,746,9,90,3,752, , , , , , , , , , , , ,A,264,A,280, , , , ,1010
15635,11,F,White, ,No,O,3, ,0, , , , ,9,76,2,1,714,9,84,3,739, , , , , , , , , , , , ,P,250,P,248, , , , ,1020
15636,11,F,Black, ,No,O,3, ,0, , , , ,9,96,3,1,758,9,73,3,725, , , , , , , , , , , , ,A,268,A,260, , , , ,1010
15637,11,F,White, ,No,O,3, ,0, , , , ,9,85,3,1,728,9,71,3,722, , , , , , , , , , , , ,P,250,P,248, , , , ,1010
15638,11,M,Asian, ,No,AR,2, ,0, , , , ,9,93,3,1,746,9,71,3,722, , , , , , , , , , , , ,A,262,P,252, , , , ,1030
15639,11,M,White, ,No,O,3, ,0, , , , ,9,85,3,1,728,9,86,3,743, , , , , , , , , , , , ,P,240,P,246, , , , ,1020
15640,11,F,Black, ,No,O,3, ,0, , , , ,9,90,3,1,737,9,96,4,769, , , , , , , , , , , , ,P,244,P,248, , , , ,1010
15641,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,833,9,81,3,735, , , , , , , , , , , , ,A,274,A,266, , , , ,1010
15642,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,98,4,776, , , , , , , , , , , , ,A,272,A,264, , , , ,1010
15643,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,90,3,752, , , , , , , , , , , , ,A,260,P,244, , , , ,1020
15644,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,792,9,90,3,752, , , , , , , , , , , , ,P,244,P,252, , , , ,1020
15645,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,88,3,747, , , , , , , , , , , , ,A,264,P,250, , , , ,1020
15646,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,86,3,743, , , , , , , , , , , , ,A,260,A,266, , , , ,1010
15647,11,F,White, ,No,NI,2, ,0, , , , ,9,90,3,1,737,9,86,3,743, , , , , , , , , , , , ,A,262,P,248, , , , ,1020
15648,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,81,3,735, , , , , , , , , , , , ,A,264,A,266, , , , ,1020
15649,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,96,4,769, , , , , , , , , , , , ,P,256,P,258, , , , ,1020
15650,11,F,White, ,No,O,3, ,0, , , , ,9,98,3,1,772,9,76,3,728, , , , , , , , , , , , ,P,254,A,264, , , , ,1020
15651,11,F,Black, ,No,O,3, ,0, , , , ,9,61,2,1,697,9,65,3,716, , , , , , , , , , , , ,P,244,NI,230, , , , ,1030
15652,11,F,Black, ,No,AR,2, ,0, , , , ,9,90,3,1,737,9,84,3,739, , , , , , , , , , , , ,P,248,P,244, , , , ,1020
15653,11,F,White, ,No,O,3, ,0, , , , ,9,96,3,1,758,9,93,4,757, , , , , , , , , , , , ,P,254,A,262, , , , ,1020
15654,11,M,Black, ,No,IH,2, ,0, , , , ,9,97,3,1,764,9,11,1,650, , , , , , , , , , , , ,P,252,NI,226, , , , ,1030
15655,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,792,9,88,3,747, , , , , , , , , , , , ,P,258,A,262, , , , ,1010
15656,11,F,White, ,No,O,3, ,0, , , , ,9,95,3,1,752,9,93,4,757, , , , , , , , , , , , ,A,266,A,264, , , , ,1020
15657,11,F,White, ,No,O,3, ,0, , , , ,9,95,3,1,752,9,84,3,739, , , , , , , , , , , , ,P,258,P,244, , , , ,1010
15658,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,792,9,99,4,796, , , , , , , , , , , , ,P,254,P,248, , , , ,1010
15659,11,F,White, ,No,O,3, ,0, , , , ,9,96,3,1,758,9,90,3,752, , , , , , , , , , , , ,A,262,P,248, , , , ,1010
15660,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,781,9,98,4,776, , , , , , , , , , , , ,A,268,A,268, , , , ,1010
15661,11,F,White, ,No,AR,2, ,0, , , , ,9,99,4,1,807,9,96,4,769, , , , , , , , , , , , ,A,260,A,280, , , , ,1010
15662,11,F,Hispanic, ,No,AF,1, ,0, , , , ,9,95,3,1,752,9,78,3,731, , , , , , , , , , , , ,A,262,P,250, , , , ,1010
15663,11,F,Black, ,No,O,3, ,0, , , , ,9,71,2,1,707,9,93,4,757, , , , , , , , , , , , ,P,244,P,252, , , , ,1030
15664,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,99,4,796, , , , , , , , , , , , ,A,268,A,280, , , , ,1010
15665,11,F,White, ,No,O,3, ,0, , , , ,9,85,3,1,728,9,95,4,763, , , , , , , , , , , , ,P,258,P,256, , , , ,1020
15666,11,M,White, ,No,O,3, ,0, , , , ,9,99,4,1,833,9,99,4,785, , , , , , , , , , , , ,A,266,A,264, , , , ,1010
15667,11,F,White, ,No,O,3, ,0, , , , ,9,98,3,1,772,9,96,4,769, , , , , , , , , , , , ,A,260,P,246, , , , ,1010
15668,11,M,White, ,No,NI,2, ,0, , , , ,9,97,3,1,764,9,98,4,776, , , , , , , , , , , , ,P,258,P,258, , , , ,1010
15669,11,F,White, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,76,3,728, , , , , , , , , , , , ,A,262,A,260, , , , ,1020
15670,11,F,White, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,98,4,776, , , , , , , , , , , , ,A,274,A,268, , , , ,1010
